id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,odp_meninggal,pdp,masih_dirawat,pulang_dan_sehat,pdp_meninggal,positif,dirawat,sembuh,meninggal,self_isolation,keterangan,
3173011003,3173011003,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,153,3,149,1,21,2,19,0,23,2,13,1,7,
3173031006,3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,121,1,120,0,15,1,14,0,5,0,5,0,0,
3172021001,3172021001,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,251,0,251,0,38,2,32,4,58,2,35,6,15,
3171031001,3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,220,0,219,1,57,0,55,2,42,0,19,1,22,
3171011001,3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,115,0,115,0,9,0,9,0,9,1,5,0,3,
3175061007,3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,210,1,209,0,19,3,16,0,16,1,9,1,5,
3171061003,3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,80,0,80,0,14,0,14,0,11,1,5,1,4,
3174081006,3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,53,1,52,0,7,0,7,0,10,0,7,1,2,
3175031001,3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,73,0,72,1,11,2,6,3,39,2,24,1,12,
3174031005,3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,196,0,196,0,13,1,11,1,7,0,2,0,5,
3171041005,3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,279,3,276,0,13,2,11,0,26,1,4,2,19,
3172041003,3172041003,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,91,1,90,0,16,2,14,0,11,1,4,1,5,
3175061002,3175061002,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,122,1,121,0,7,0,7,0,6,0,4,0,2,
3173041010,3173041010,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,13,0,13,0,0,0,0,0,0,0,0,0,0,
3171041001,3171041001,DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,297,0,297,0,12,1,11,0,36,2,7,1,26,
3171031004,3171031004,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,228,0,228,0,44,0,42,2,31,3,11,1,16,
3175061001,3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,333,0,333,0,35,0,33,2,33,3,22,3,5,
3172031004,3172031004,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,203,1,202,0,37,3,33,1,24,2,10,2,10,
3173041004,3173041004,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,97,0,97,0,27,5,21,1,36,1,21,5,9,
3173041011,3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,48,0,47,1,5,0,5,0,9,0,5,0,4,
3173041003,3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,78,0,78,0,19,1,16,2,20,1,11,3,5,
3175021004,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,84,0,84,0,2,0,2,0,3,1,1,0,1,
3173041002,3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,157,0,157,0,25,6,19,0,19,0,4,2,13,
3173031002,3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,173,2,169,2,18,1,13,4,20,0,13,2,5,
3173031005,3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,66,0,66,0,10,0,9,1,4,1,3,0,0,
3174011006,3174011006,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,205,0,205,0,22,1,19,2,19,2,12,1,4,
3101011003,3101011003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,54,0,54,0,0,0,0,0,0,0,0,0,0,
3101011002,3101011002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,149,0,149,0,6,1,4,1,1,0,1,0,0,
3101011001,3101011001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,141,0,140,1,10,1,9,0,1,1,0,0,0,
3101021003,3101021003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,147,0,147,0,2,0,2,0,0,0,0,0,0,
3101021002,3101021002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,339,0,339,0,2,0,2,0,15,0,11,0,4,
3173031008,3173031008,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,88,0,88,0,12,2,9,1,2,0,2,0,0,
3174021001,3174021001,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,92,0,92,0,14,1,13,0,4,0,2,0,2,
3173041001,3173041001,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,177,1,176,0,17,0,14,3,7,0,2,0,5,
3101021001,3101021001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,107,0,107,0,1,0,1,0,0,0,0,0,0,
