tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,dosis,jumlah_vaksin
2021-07-21,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,7706
2021-07-21,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,12931
2021-07-21,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7475
2021-07-21,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,16619
2021-07-21,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,9572
2021-07-21,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,9913
2021-07-21,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,12961
2021-07-21,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,19116
2021-07-21,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,19696
2021-07-21,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,8794
2021-07-21,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,8890
2021-07-21,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8368
2021-07-21,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,11150
2021-07-21,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,18536
2021-07-21,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,8794
2021-07-21,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,13688
2021-07-21,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,7663
2021-07-21,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,17768
2021-07-21,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,14452
2021-07-21,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Tahapan 3,Dosis 1,9821
2021-07-21,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,Tahapan 3,Dosis 1,8414
2021-07-21,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,Tahapan 3,Dosis 1,14873
2021-07-21,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tahapan 3,Dosis 1,11285
2021-07-22,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,Tahapan 3,Dosis 1,4609
2021-07-22,3172041001,JAKARTA UTARA,CILINCING,CILINCING,Tahapan 3,Dosis 1,10109
2021-07-22,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,Tahapan 3,Dosis 1,15478
2021-07-22,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Tahapan 3,Dosis 1,4045
2021-07-22,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Tahapan 3,Dosis 1,9095
2021-07-22,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tahapan 3,Dosis 1,12541
2021-07-22,3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Tahapan 3,Dosis 1,8085
2021-07-22,3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Tahapan 3,Dosis 1,7800
2021-07-22,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,7795
2021-07-22,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,13311
2021-07-22,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7533
2021-07-22,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,16869
2021-07-22,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,9728
2021-07-22,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,10062
2021-07-22,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,13136
2021-07-22,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,19316
2021-07-22,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,19957
2021-07-22,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,8855
2021-07-22,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,9076
2021-07-22,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8452
2021-07-22,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,11263
2021-07-22,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,18804
2021-07-22,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,9083
2021-07-22,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,13925
2021-07-22,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,7767
2021-07-22,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,18166
2021-07-22,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,14685
2021-07-22,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Tahapan 3,Dosis 1,9951
2021-07-22,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,Tahapan 3,Dosis 1,8591
2021-07-22,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,Tahapan 3,Dosis 1,15133
2021-07-22,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tahapan 3,Dosis 1,11439
2021-07-23,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,Tahapan 3,Dosis 1,4728
2021-07-23,3172041001,JAKARTA UTARA,CILINCING,CILINCING,Tahapan 3,Dosis 1,10245
2021-07-23,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,Tahapan 3,Dosis 1,16070
2021-07-23,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Tahapan 3,Dosis 1,4102
2021-07-23,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Tahapan 3,Dosis 1,9255
2021-07-23,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tahapan 3,Dosis 1,12694
2021-07-23,3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Tahapan 3,Dosis 1,8161
2021-07-23,3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Tahapan 3,Dosis 1,7851
2021-07-23,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,7860
2021-07-23,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,13756
2021-07-23,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7646
2021-07-23,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,17183
2021-07-23,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,9796
2021-07-23,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,10173
2021-07-23,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,13320
2021-07-23,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,19571
2021-07-23,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,20246
2021-07-23,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,8939
2021-07-23,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,9211
2021-07-23,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8531
2021-07-23,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,11468
2021-07-23,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,19005
2021-07-23,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,9250
2021-07-23,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,14156
2021-07-23,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,7839
2021-07-23,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,18549
2021-07-23,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,14901
2021-07-23,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Tahapan 3,Dosis 1,10031
2021-07-23,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,Tahapan 3,Dosis 1,8781
2021-07-23,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,Tahapan 3,Dosis 1,15291
2021-07-23,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tahapan 3,Dosis 1,11557
2021-07-24,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,Tahapan 3,Dosis 1,4805
2021-07-24,3172041001,JAKARTA UTARA,CILINCING,CILINCING,Tahapan 3,Dosis 1,10367
2021-07-24,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,Tahapan 3,Dosis 1,16338
2021-07-24,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Tahapan 3,Dosis 1,4154
2021-07-24,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Tahapan 3,Dosis 1,9390
2021-07-24,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tahapan 3,Dosis 1,12843
2021-07-24,3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Tahapan 3,Dosis 1,8217
2021-07-24,3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Tahapan 3,Dosis 1,7927
2021-07-24,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,7913
2021-07-24,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,14142
2021-07-24,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7746
2021-07-24,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,17331
2021-07-24,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,9877
2021-07-24,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,10332
2021-07-24,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,13404
2021-07-24,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,19796
2021-07-24,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,20419
2021-07-24,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,9007
2021-07-24,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,9320
2021-07-24,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8635
2021-07-24,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,11604
2021-07-24,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,19192
2021-07-24,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,9368
2021-07-24,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,14336
2021-07-24,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,7936
2021-07-24,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,18763
2021-07-24,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,15085
2021-07-24,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Tahapan 3,Dosis 1,10133
2021-07-24,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,Tahapan 3,Dosis 1,9027
2021-07-24,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,Tahapan 3,Dosis 1,15487
2021-07-24,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tahapan 3,Dosis 1,11704
2021-07-25,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,Tahapan 3,Dosis 1,4820
2021-07-25,3172041001,JAKARTA UTARA,CILINCING,CILINCING,Tahapan 3,Dosis 1,10386
2021-07-25,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,Tahapan 3,Dosis 1,16439
2021-07-25,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Tahapan 3,Dosis 1,4148
2021-07-25,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Tahapan 3,Dosis 1,9399
2021-07-25,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tahapan 3,Dosis 1,12886
2021-07-25,3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Tahapan 3,Dosis 1,8215
2021-07-25,3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Tahapan 3,Dosis 1,7930
2021-07-25,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,7945
2021-07-25,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,14184
2021-07-25,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7757
2021-07-25,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,17584
2021-07-25,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,9902
2021-07-25,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,10365
2021-07-25,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,13405
2021-07-25,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,19852
2021-07-25,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,20465
2021-07-25,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,9020
2021-07-25,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,9352
2021-07-25,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8644
2021-07-25,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,11638
2021-07-25,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,19308
2021-07-25,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,9373
2021-07-25,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,14470
2021-07-25,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,7963
2021-07-25,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,18778
2021-07-25,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,15100
2021-07-25,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Tahapan 3,Dosis 1,10173
2021-07-25,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,Tahapan 3,Dosis 1,9128
2021-07-25,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,Tahapan 3,Dosis 1,15544
2021-07-25,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tahapan 3,Dosis 1,11735
2021-07-26,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,Tahapan 3,Dosis 1,4842
2021-07-26,3172041001,JAKARTA UTARA,CILINCING,CILINCING,Tahapan 3,Dosis 1,10413
2021-07-26,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,Tahapan 3,Dosis 1,16604
2021-07-26,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Tahapan 3,Dosis 1,4150
2021-07-26,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Tahapan 3,Dosis 1,9409
2021-07-26,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tahapan 3,Dosis 1,13011
2021-07-26,3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Tahapan 3,Dosis 1,8227
2021-07-26,3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Tahapan 3,Dosis 1,7937
2021-07-26,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,7963
2021-07-26,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,14327
2021-07-26,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7770
2021-07-26,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,17875
2021-07-26,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,9939
2021-07-26,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,10424
2021-07-26,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,13444
2021-07-26,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,19975
2021-07-26,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,20515
2021-07-26,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,9041
2021-07-26,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,9400
2021-07-26,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8666
2021-07-26,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,11649
2021-07-26,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,19376
2021-07-26,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,9396
2021-07-26,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,14539
2021-07-26,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,7989
2021-07-26,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,18883
2021-07-26,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,15218
2021-07-26,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Tahapan 3,Dosis 1,10218
2021-07-26,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,Tahapan 3,Dosis 1,9284
2021-07-26,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,Tahapan 3,Dosis 1,15701
2021-07-26,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tahapan 3,Dosis 1,11775
2021-07-27,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,Tahapan 3,Dosis 1,4984
2021-07-27,3172041001,JAKARTA UTARA,CILINCING,CILINCING,Tahapan 3,Dosis 1,10690
2021-07-27,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,Tahapan 3,Dosis 1,17007
2021-07-27,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Tahapan 3,Dosis 1,4195
2021-07-27,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Tahapan 3,Dosis 1,9492
2021-07-27,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tahapan 3,Dosis 1,13203
2021-07-27,3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Tahapan 3,Dosis 1,8281
2021-07-27,3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Tahapan 3,Dosis 1,7999
2021-07-27,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,8043
2021-07-27,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,14463
2021-07-27,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7864
2021-07-27,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,18091
2021-07-27,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,10096
2021-07-27,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,10566
2021-07-27,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,13560
2021-07-27,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,20142
2021-07-27,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,20901
2021-07-27,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,9131
2021-07-27,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,9698
2021-07-27,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8770
2021-07-27,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,11882
2021-07-27,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,19585
2021-07-27,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,9623
2021-07-27,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,14858
2021-07-27,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,8110
2021-07-27,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,19270
2021-07-27,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,15571
2021-07-27,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Tahapan 3,Dosis 1,10375
2021-07-27,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,Tahapan 3,Dosis 1,9440
2021-07-27,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,Tahapan 3,Dosis 1,15968
2021-07-27,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Tahapan 3,Dosis 1,11912
2021-07-28,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,Tahapan 3,Dosis 1,5106
2021-07-28,3172041001,JAKARTA UTARA,CILINCING,CILINCING,Tahapan 3,Dosis 1,10895
2021-07-28,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,Tahapan 3,Dosis 1,17269
2021-07-28,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Tahapan 3,Dosis 1,4229
2021-07-28,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Tahapan 3,Dosis 1,9678
2021-07-28,3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Tahapan 3,Dosis 1,13413
2021-07-28,3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Tahapan 3,Dosis 1,8340
2021-07-28,3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Tahapan 3,Dosis 1,8066
2021-07-28,3172031001,JAKARTA UTARA,KOJA,KOJA,Tahapan 3,Dosis 1,8166
2021-07-28,3172031003,JAKARTA UTARA,KOJA,LAGOA,Tahapan 3,Dosis 1,14636
2021-07-28,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,Tahapan 3,Dosis 1,7964
2021-07-28,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Tahapan 3,Dosis 1,18510
2021-07-28,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Tahapan 3,Dosis 1,10264
2021-07-28,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Tahapan 3,Dosis 1,10717
2021-07-28,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Tahapan 3,Dosis 1,13660
2021-07-28,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Tahapan 3,Dosis 1,20328
2021-07-28,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Tahapan 3,Dosis 1,21395
2021-07-28,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,Tahapan 3,Dosis 1,9303
2021-07-28,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Tahapan 3,Dosis 1,9934
2021-07-28,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Tahapan 3,Dosis 1,8898
2021-07-28,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,Tahapan 3,Dosis 1,12035
2021-07-28,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,Tahapan 3,Dosis 1,19998
2021-07-28,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Tahapan 3,Dosis 1,9704
2021-07-28,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,Tahapan 3,Dosis 1,15085
2021-07-28,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Tahapan 3,Dosis 1,8216
2021-07-28,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Tahapan 3,Dosis 1,19577
2021-07-28,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Tahapan 3,Dosis 1,15882
