id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_kasus,jenis_kelamin,jumlah_penderita,satuan,tahun
199,32,JAWA BARAT,3277,KOTA CIMAHI,KASUS KRONIS MENINGGAL,LAKI-LAKI,0.0,ORANG,2019
200,32,JAWA BARAT,3277,KOTA CIMAHI,KASUS KRONIS MENINGGAL,PEREMPUAN,0.0,ORANG,2019
201,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS TAHUN SEBELUMNYA,LAKI-LAKI,,ORANG,2019
202,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS TAHUN SEBELUMNYA,PEREMPUAN,,ORANG,2019
203,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS BARU DITEMUKAN,LAKI-LAKI,,ORANG,2019
204,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS BARU DITEMUKAN,PEREMPUAN,,ORANG,2019
205,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS PINDAH,LAKI-LAKI,,ORANG,2019
206,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS PINDAH,PEREMPUAN,,ORANG,2019
207,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS MENINGGAL,LAKI-LAKI,,ORANG,2019
208,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KASUS KRONIS MENINGGAL,PEREMPUAN,,ORANG,2019
209,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS TAHUN SEBELUMNYA,LAKI-LAKI,0.0,ORANG,2019
210,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS TAHUN SEBELUMNYA,PEREMPUAN,0.0,ORANG,2019
211,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS BARU DITEMUKAN,LAKI-LAKI,0.0,ORANG,2019
212,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS BARU DITEMUKAN,PEREMPUAN,0.0,ORANG,2019
213,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS PINDAH,LAKI-LAKI,0.0,ORANG,2019
214,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS PINDAH,PEREMPUAN,0.0,ORANG,2019
215,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS MENINGGAL,LAKI-LAKI,0.0,ORANG,2019
216,32,JAWA BARAT,3279,KOTA BANJAR,KASUS KRONIS MENINGGAL,PEREMPUAN,0.0,ORANG,2019
