id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_sektor,status_higiene_sanitasi,jumlah_tpm,satuan,tahun
197,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN JAJANAN,MEMENUHI SYARAT,667,UNIT,2018
198,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN JAJANAN,TIDAK MEMENUHI SYARAT,1528,UNIT,2018
199,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,43,UNIT,2018
200,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,83,UNIT,2018
201,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,14,UNIT,2018
202,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,305,UNIT,2018
203,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA BOGA,MEMENUHI SYARAT,12,UNIT,2018
204,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA BOGA,TIDAK MEMENUHI SYARAT,43,UNIT,2018
205,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN JAJANAN,MEMENUHI SYARAT,149,UNIT,2018
206,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN JAJANAN,TIDAK MEMENUHI SYARAT,1605,UNIT,2018
207,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,20,UNIT,2018
208,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,93,UNIT,2018
209,32,JAWA BARAT,3279,KOTA BANJAR,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,81,UNIT,2018
210,32,JAWA BARAT,3279,KOTA BANJAR,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,7,UNIT,2018
211,32,JAWA BARAT,3279,KOTA BANJAR,JASA BOGA,MEMENUHI SYARAT,11,UNIT,2018
212,32,JAWA BARAT,3279,KOTA BANJAR,JASA BOGA,TIDAK MEMENUHI SYARAT,57,UNIT,2018
213,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN JAJANAN,MEMENUHI SYARAT,185,UNIT,2018
214,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN JAJANAN,TIDAK MEMENUHI SYARAT,132,UNIT,2018
215,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,57,UNIT,2018
216,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,30,UNIT,2018
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,843,UNIT,2019
218,32,JAWA BARAT,3201,KABUPATEN BOGOR,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,0,UNIT,2019
219,32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA BOGA,MEMENUHI SYARAT,314,UNIT,2019
220,32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA BOGA,TIDAK MEMENUHI SYARAT,309,UNIT,2019
221,32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,854,UNIT,2019
222,32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,0,UNIT,2019
223,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,736,UNIT,2019
224,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,0,UNIT,2019
225,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,369,UNIT,2019
226,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,344,UNIT,2019
227,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA BOGA,MEMENUHI SYARAT,247,UNIT,2019
228,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA BOGA,TIDAK MEMENUHI SYARAT,180,UNIT,2019
229,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,1755,UNIT,2019
230,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,3901,UNIT,2019
231,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,436,UNIT,2019
232,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,537,UNIT,2019
233,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,466,UNIT,2019
234,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,202,UNIT,2019
235,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA BOGA,MEMENUHI SYARAT,126,UNIT,2019
236,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA BOGA,TIDAK MEMENUHI SYARAT,96,UNIT,2019
237,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,1396,UNIT,2019
238,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,1252,UNIT,2019
239,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,506,UNIT,2019
240,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,201,UNIT,2019
241,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,743,UNIT,2019
242,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,881,UNIT,2019
243,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA BOGA,MEMENUHI SYARAT,108,UNIT,2019
244,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA BOGA,TIDAK MEMENUHI SYARAT,223,UNIT,2019
245,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,2295,UNIT,2019
246,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,6255,UNIT,2019
247,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,371,UNIT,2019
248,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,633,UNIT,2019
249,32,JAWA BARAT,3205,KABUPATEN GARUT,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,96,UNIT,2019
250,32,JAWA BARAT,3205,KABUPATEN GARUT,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,242,UNIT,2019
251,32,JAWA BARAT,3205,KABUPATEN GARUT,JASA BOGA,MEMENUHI SYARAT,1,UNIT,2019
252,32,JAWA BARAT,3205,KABUPATEN GARUT,JASA BOGA,TIDAK MEMENUHI SYARAT,18,UNIT,2019
253,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,579,UNIT,2019
254,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,0,UNIT,2019
255,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,50,UNIT,2019
256,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,169,UNIT,2019
257,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,369,UNIT,2019
258,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,144,UNIT,2019
259,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA BOGA,MEMENUHI SYARAT,251,UNIT,2019
260,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA BOGA,TIDAK MEMENUHI SYARAT,364,UNIT,2019
261,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,4046,UNIT,2019
262,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,3724,UNIT,2019
263,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,521,UNIT,2019
264,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,351,UNIT,2019
265,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,35,UNIT,2019
266,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,363,UNIT,2019
267,32,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA BOGA,MEMENUHI SYARAT,4,UNIT,2019
268,32,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA BOGA,TIDAK MEMENUHI SYARAT,54,UNIT,2019
269,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,7,UNIT,2019
270,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,1989,UNIT,2019
271,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,9,UNIT,2019
272,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,137,UNIT,2019
273,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,304,UNIT,2019
274,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,104,UNIT,2019
275,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA BOGA,MEMENUHI SYARAT,16,UNIT,2019
276,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA BOGA,TIDAK MEMENUHI SYARAT,9,UNIT,2019
277,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,1199,UNIT,2019
278,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,358,UNIT,2019
279,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,79,UNIT,2019
280,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,48,UNIT,2019
281,32,JAWA BARAT,3209,KABUPATEN CIREBON,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,228,UNIT,2019
282,32,JAWA BARAT,3209,KABUPATEN CIREBON,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,485,UNIT,2019
283,32,JAWA BARAT,3209,KABUPATEN CIREBON,JASA BOGA,MEMENUHI SYARAT,994,UNIT,2019
284,32,JAWA BARAT,3209,KABUPATEN CIREBON,JASA BOGA,TIDAK MEMENUHI SYARAT,1411,UNIT,2019
285,32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,29,UNIT,2019
286,32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,51,UNIT,2019
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,344,UNIT,2019
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,385,UNIT,2019
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,397,UNIT,2019
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,231,UNIT,2019
291,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA BOGA,MEMENUHI SYARAT,72,UNIT,2019
292,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA BOGA,TIDAK MEMENUHI SYARAT,81,UNIT,2019
293,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,324,UNIT,2019
294,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,373,UNIT,2019
295,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,158,UNIT,2019
296,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,79,UNIT,2019
297,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,374,UNIT,2019
298,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,203,UNIT,2019
299,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA BOGA,MEMENUHI SYARAT,93,UNIT,2019
300,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA BOGA,TIDAK MEMENUHI SYARAT,39,UNIT,2019
301,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,2551,UNIT,2019
302,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,2142,UNIT,2019
303,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,356,UNIT,2019
304,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,220,UNIT,2019
305,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,999,UNIT,2019
306,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,0,UNIT,2019
307,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA BOGA,MEMENUHI SYARAT,125,UNIT,2019
308,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA BOGA,TIDAK MEMENUHI SYARAT,0,UNIT,2019
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,6155,UNIT,2019
310,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,0,UNIT,2019
311,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,396,UNIT,2019
312,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,0,UNIT,2019
313,32,JAWA BARAT,3213,KABUPATEN SUBANG,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,243,UNIT,2019
314,32,JAWA BARAT,3213,KABUPATEN SUBANG,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,165,UNIT,2019
315,32,JAWA BARAT,3213,KABUPATEN SUBANG,JASA BOGA,MEMENUHI SYARAT,82,UNIT,2019
316,32,JAWA BARAT,3213,KABUPATEN SUBANG,JASA BOGA,TIDAK MEMENUHI SYARAT,22,UNIT,2019
317,32,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,785,UNIT,2019
318,32,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,648,UNIT,2019
319,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,179,UNIT,2019
320,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,116,UNIT,2019
321,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,218,UNIT,2019
322,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,162,UNIT,2019
323,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA BOGA,MEMENUHI SYARAT,81,UNIT,2019
324,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA BOGA,TIDAK MEMENUHI SYARAT,65,UNIT,2019
325,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,582,UNIT,2019
326,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,1294,UNIT,2019
327,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,247,UNIT,2019
328,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,274,UNIT,2019
329,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,784,UNIT,2019
330,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,0,UNIT,2019
331,32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA BOGA,MEMENUHI SYARAT,0,UNIT,2019
332,32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA BOGA,TIDAK MEMENUHI SYARAT,0,UNIT,2019
333,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,592,UNIT,2019
334,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,0,UNIT,2019
335,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,680,UNIT,2019
336,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,0,UNIT,2019
337,32,JAWA BARAT,3216,KABUPATEN BEKASI,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,927,UNIT,2019
338,32,JAWA BARAT,3216,KABUPATEN BEKASI,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,611,UNIT,2019
339,32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA BOGA,MEMENUHI SYARAT,222,UNIT,2019
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA BOGA,TIDAK MEMENUHI SYARAT,131,UNIT,2019
341,32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,2210,UNIT,2019
342,32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,1795,UNIT,2019
343,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,944,UNIT,2019
344,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,474,UNIT,2019
345,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,420,UNIT,2019
346,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,342,UNIT,2019
347,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA BOGA,MEMENUHI SYARAT,172,UNIT,2019
348,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA BOGA,TIDAK MEMENUHI SYARAT,317,UNIT,2019
349,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,628,UNIT,2019
350,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,2046,UNIT,2019
351,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,281,UNIT,2019
352,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,312,UNIT,2019
353,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,7,UNIT,2019
354,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,47,UNIT,2019
355,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA BOGA,MEMENUHI SYARAT,6,UNIT,2019
356,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA BOGA,TIDAK MEMENUHI SYARAT,43,UNIT,2019
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,72,UNIT,2019
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,206,UNIT,2019
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,23,UNIT,2019
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,31,UNIT,2019
361,32,JAWA BARAT,3271,KOTA BOGOR,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,209,UNIT,2019
362,32,JAWA BARAT,3271,KOTA BOGOR,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,64,UNIT,2019
363,32,JAWA BARAT,3271,KOTA BOGOR,JASA BOGA,MEMENUHI SYARAT,282,UNIT,2019
364,32,JAWA BARAT,3271,KOTA BOGOR,JASA BOGA,TIDAK MEMENUHI SYARAT,0,UNIT,2019
365,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,1434,UNIT,2019
366,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,1127,UNIT,2019
367,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,441,UNIT,2019
368,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,405,UNIT,2019
369,32,JAWA BARAT,3272,KOTA SUKABUMI,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,54,UNIT,2019
370,32,JAWA BARAT,3272,KOTA SUKABUMI,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,39,UNIT,2019
371,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA BOGA,MEMENUHI SYARAT,5,UNIT,2019
372,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA BOGA,TIDAK MEMENUHI SYARAT,9,UNIT,2019
373,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,41,UNIT,2019
374,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,462,UNIT,2019
375,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,2,UNIT,2019
376,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,25,UNIT,2019
377,32,JAWA BARAT,3273,KOTA BANDUNG,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,452,UNIT,2019
378,32,JAWA BARAT,3273,KOTA BANDUNG,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,346,UNIT,2019
379,32,JAWA BARAT,3273,KOTA BANDUNG,JASA BOGA,MEMENUHI SYARAT,165,UNIT,2019
380,32,JAWA BARAT,3273,KOTA BANDUNG,JASA BOGA,TIDAK MEMENUHI SYARAT,112,UNIT,2019
381,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,961,UNIT,2019
382,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,920,UNIT,2019
383,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,581,UNIT,2019
384,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,544,UNIT,2019
385,32,JAWA BARAT,3274,KOTA CIREBON,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,85,UNIT,2019
386,32,JAWA BARAT,3274,KOTA CIREBON,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,45,UNIT,2019
387,32,JAWA BARAT,3274,KOTA CIREBON,JASA BOGA,MEMENUHI SYARAT,51,UNIT,2019
388,32,JAWA BARAT,3274,KOTA CIREBON,JASA BOGA,TIDAK MEMENUHI SYARAT,4,UNIT,2019
389,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,655,UNIT,2019
390,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,105,UNIT,2019
391,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,189,UNIT,2019
392,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,39,UNIT,2019
