id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,penyebab_kematian,jumlah_kematian,satuan,tahun
116,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TETANUS,0,ORANG,2019
117,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KELAINAN SARAF,2,ORANG,2019
118,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KELAINAN SALURAN CERNA,1,ORANG,2019
119,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAIN-LAIN,9,ORANG,2019
120,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PNEUMONIA,3,ORANG,2019
121,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DIARE,2,ORANG,2019
122,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MALARIA,0,ORANG,2019
123,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TETANUS,0,ORANG,2019
124,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KELAINAN SARAF,0,ORANG,2019
125,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KELAINAN SALURAN CERNA,0,ORANG,2019
126,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAIN-LAIN,7,ORANG,2019
127,32,JAWA BARAT,3271,KOTA BOGOR,PNEUMONIA,2,ORANG,2019
128,32,JAWA BARAT,3271,KOTA BOGOR,DIARE,1,ORANG,2019
129,32,JAWA BARAT,3271,KOTA BOGOR,MALARIA,0,ORANG,2019
130,32,JAWA BARAT,3271,KOTA BOGOR,TETANUS,0,ORANG,2019
131,32,JAWA BARAT,3271,KOTA BOGOR,KELAINAN SARAF,0,ORANG,2019
132,32,JAWA BARAT,3271,KOTA BOGOR,KELAINAN SALURAN CERNA,0,ORANG,2019
133,32,JAWA BARAT,3271,KOTA BOGOR,LAIN-LAIN,7,ORANG,2019
134,32,JAWA BARAT,3272,KOTA SUKABUMI,PNEUMONIA,2,ORANG,2019
135,32,JAWA BARAT,3272,KOTA SUKABUMI,DIARE,4,ORANG,2019
136,32,JAWA BARAT,3272,KOTA SUKABUMI,MALARIA,0,ORANG,2019
137,32,JAWA BARAT,3272,KOTA SUKABUMI,TETANUS,0,ORANG,2019
138,32,JAWA BARAT,3272,KOTA SUKABUMI,KELAINAN SARAF,0,ORANG,2019
139,32,JAWA BARAT,3272,KOTA SUKABUMI,KELAINAN SALURAN CERNA,0,ORANG,2019
140,32,JAWA BARAT,3272,KOTA SUKABUMI,LAIN-LAIN,10,ORANG,2019
141,32,JAWA BARAT,3273,KOTA BANDUNG,PNEUMONIA,5,ORANG,2019
142,32,JAWA BARAT,3273,KOTA BANDUNG,DIARE,9,ORANG,2019
143,32,JAWA BARAT,3273,KOTA BANDUNG,MALARIA,0,ORANG,2019
144,32,JAWA BARAT,3273,KOTA BANDUNG,TETANUS,0,ORANG,2019
145,32,JAWA BARAT,3273,KOTA BANDUNG,KELAINAN SARAF,0,ORANG,2019
146,32,JAWA BARAT,3273,KOTA BANDUNG,KELAINAN SALURAN CERNA,0,ORANG,2019
147,32,JAWA BARAT,3273,KOTA BANDUNG,LAIN-LAIN,18,ORANG,2019
148,32,JAWA BARAT,3274,KOTA CIREBON,PNEUMONIA,0,ORANG,2019
149,32,JAWA BARAT,3274,KOTA CIREBON,DIARE,0,ORANG,2019
