kota_administrasi,nama_jalan,panjang_jalan,lebar_jalan,sistem,fungsi,status,nomor_jalan,suffix
jakarta barat,Kunir,404,20,Sekunder,Arteri,Propinsi,1974,0
jakarta barat,Kyai Tapa,1286,35,Sekunder,Arteri,Propinsi,3522,0
jakarta barat,Lada,305,8,Sekunder,Arteri,Propinsi,5705,0
jakarta barat,Lapangan Bola,638,20,Sekunder,Arteri,Propinsi,,0
jakarta barat,"Makaliwe Raya, Dr",838,9,Sekunder,Arteri,Propinsi,1987,0
jakarta barat,Mangga Besar Raya (Sebagian),558,30,Sekunder,Arteri,Propinsi,1624,1
jakarta barat,Mangga Besar Raya (Sebagian),990,30,Sekunder,Arteri,Propinsi,1624,2
jakarta barat,Mangga Dua Raya (Sebagian),400,31,Sekunder,Arteri,Propinsi,5712,0
jakarta barat,Menceng,1600,7,Sekunder,Arteri,Propinsi,43205,0
jakarta barat,Meruya Hilir / Meruya Utara,3150,14,Sekunder,Arteri,Propinsi,78517,0
jakarta barat,Meruya Hilir / Meruya Utara,4600,8,Sekunder,Arteri,Propinsi,88685,0
jakarta barat,Meruya Mudik / Meruya Selatan,2579,8,Sekunder,Arteri,Propinsi,12472,0
jakarta barat,"Moch. Mansyur, Kh",2247,10,Sekunder,Arteri,Propinsi,4250,0
jakarta barat,Palmerah Barat,1553,10,Sekunder,Arteri,Propinsi,34995,0
jakarta barat,Palmerah Utara,694,12,Sekunder,Arteri,Propinsi,34991,0
jakarta barat,Pangeran Jayakarta (Sebagian),800,21,Sekunder,Arteri,Propinsi,1075,2
jakarta barat,Pejagalan,580,13,Sekunder,Arteri,Propinsi,2275,0
jakarta barat,Panjang / Perjuangan,7012,20,Sekunder,Arteri,Propinsi,36878,0
jakarta barat,Perniagaan,1391,14,Sekunder,Arteri,Propinsi,5663,0
jakarta barat,Pesanggrahan,1375,17,Sekunder,Arteri,Propinsi,,0
jakarta barat,Peta Utara,1000,7,Sekunder,Arteri,Propinsi,42337,0
jakarta barat,Pintu Besar Selatan,501,30,Sekunder,Arteri,Propinsi,6081,0
jakarta barat,Pintu Besar Utara,513,12,Sekunder,Arteri,Propinsi,6118,0
jakarta barat,Puri Lingkar Luar,1250,18,Sekunder,Arteri,Propinsi,,0
jakarta barat,Pos Pengumben Raya,1750,12,Sekunder,Arteri,Propinsi,5801,0
jakarta barat,Ratu Kemuning,850,7,Sekunder,Arteri,Propinsi,78494,0
jakarta barat,Rawa Belong,1500,14,Sekunder,Arteri,Propinsi,73385,0
jakarta barat,Semanan Raya,3300,8,Sekunder,Arteri,Propinsi,40080,0
jakarta barat,Srengseng Baru,525,7,Sekunder,Arteri,Propinsi,12797,0
jakarta barat,Srengseng Raya,2426,6,Sekunder,Arteri,Propinsi,71301,0
jakarta barat,Stasiun Kota,152,20,Sekunder,Arteri,Propinsi,40005,0
jakarta barat,Swadarma Raya (Sebagian),530,6,Sekunder,Arteri,Propinsi,,0
jakarta barat,Sumur Bor,400,7,Sekunder,Arteri,Propinsi,5881,0
jakarta barat,Surya Wijaya,275,7,Sekunder,Arteri,Propinsi,78505,0
jakarta barat,Tanjung Duren Raya ,1930,10,Sekunder,Arteri,Propinsi,35045,0
jakarta barat,Tanjung Duren Utara,700,7,Sekunder,Arteri,Propinsi,2396,0
jakarta barat,Tomang Raya,1037,18,Sekunder,Arteri,Propinsi,3078,0
jakarta barat,Tubagus Angke,4275,16,Sekunder,Arteri,Propinsi,164,2
jakarta barat,Utan Jati (Peta Timur),2000,8,Sekunder,Arteri,Propinsi,5932,0
jakarta barat,Warung Gantung,1600,7,Sekunder,Arteri,Propinsi,5818,0
jakarta barat,"Zainul Arifin, Kh",1200,14,Sekunder,Arteri,Propinsi,4045,0
jakarta barat,Alam Barat ,1500,7,Sekunder,Kolektor,Propinsi,29,0
jakarta barat,Alam Raya,1600,7,Sekunder,Kolektor,Propinsi,32,0
jakarta barat,Alam Selatan,700,7,Sekunder,Kolektor,Propinsi,52,0
jakarta barat,Alam Timur,700,7,Sekunder,Kolektor,Propinsi,53,0
jakarta barat,Amanah,850,7,Sekunder,Kolektor,Propinsi,3999,0
jakarta barat,Anggrek (Cengkareng),600,7,Sekunder,Kolektor,Propinsi,3784,0
jakarta barat,Anggrek Garuda Raya,1025,7,Sekunder,Kolektor,Propinsi,1933,0
jakarta barat,Anggrek Neli Murni Raya,1335,7,Sekunder,Kolektor,Propinsi,1939,0
jakarta barat,Anggrek Rosliana,1335,7,Sekunder,Kolektor,Propinsi,74500,0
jakarta barat,Anggrek Rosliana 7,590,7,Sekunder,Kolektor,Propinsi,1954,0
jakarta barat,Angke Indah,675,7,Sekunder,Kolektor,Propinsi,24304,0
jakarta barat,Angke Jaya,600,7,Sekunder,Kolektor,Propinsi,88179,0
jakarta barat,Angsan Hijau 1,100,7,Sekunder,Kolektor,Propinsi,584,0
jakarta barat,Bambu Larangan,3500,7,Sekunder,Kolektor,Propinsi,42831,0
jakarta barat,Bangun Nusa,1650,7,Sekunder,Kolektor,Propinsi,5404,0
jakarta barat,Bank,100,12,Sekunder,Kolektor,Propinsi,1971,0
jakarta barat,Belimbing,240,7,Sekunder,Kolektor,Propinsi,40203,0
jakarta barat,Blustru,244,14,Sekunder,Kolektor,Propinsi,40153,0
jakarta barat,Bojong Indah Raya,600,7,Sekunder,Kolektor,Propinsi,42097,0
jakarta barat,Bojong Raya,400,7,Sekunder,Kolektor,Propinsi,5010,0
jakarta barat,Buana Biru Besar 1,225,7,Sekunder,Kolektor,Propinsi,12789,0
jakarta barat,Buana Biru Besar 2,600,7,Sekunder,Kolektor,Propinsi,83317,0
jakarta barat,Buana Biru Besar Raya,1350,7,Sekunder,Kolektor,Propinsi,83316,0
jakarta barat,Cempaka,525,7,Sekunder,Kolektor,Propinsi,5441,0
jakarta barat,Cendrawasih,1500,7,Sekunder,Kolektor,Propinsi,34806,0
jakarta barat,Cendrawasih 5,125,7,Sekunder,Kolektor,Propinsi,42917,0
jakarta barat,Cendrawasih Raya,544,7,Sekunder,Kolektor,Propinsi,1925,0
jakarta barat,Daan Mogot 1,250,7,Sekunder,Kolektor,Propinsi,88696,0
jakarta barat,Daan Mogot Estate,375,12,Sekunder,Kolektor,Propinsi,225,0
jakarta barat,Dana,425,7,Sekunder,Kolektor,Propinsi,21121,0
jakarta barat,"Daud, H",450,7,Sekunder,Kolektor,Propinsi,36586,0
jakarta barat,Dua Puluh Desember,1197,7,Sekunder,Kolektor,Propinsi,236,0
jakarta barat,Duri (Tss),650,7,Sekunder,Kolektor,Propinsi,38158,0
jakarta barat,Duri Kosambi,2120,7,Sekunder,Kolektor,Propinsi,42071,0
jakarta barat,Empang Bahagia,375,7,Sekunder,Kolektor,Propinsi,12301,0
jakarta barat,Empang Bahagia 4,240,7,Sekunder,Kolektor,Propinsi,51725,0
jakarta barat,Fajar Baru Utara,410,7,Sekunder,Kolektor,Propinsi,42033,0
jakarta barat,Gedong Raya,245,7,Sekunder,Kolektor,Propinsi,32055,0
jakarta barat,Gelong Baru Tengah,312,7,Sekunder,Kolektor,Propinsi,34454,0
jakarta barat,Gelong Baru Utara,310,7,Sekunder,Kolektor,Propinsi,71008,0
jakarta barat,Hadiah,405,7,Sekunder,Kolektor,Propinsi,34336,0
jakarta barat,Hadiah 1,661,7,Sekunder,Kolektor,Propinsi,34337,0
jakarta barat,Hadiah 2,241,7,Sekunder,Kolektor,Propinsi,2799,0
jakarta barat,Indraloka,100,7,Sekunder,Kolektor,Propinsi,3525,0
jakarta barat,Indraloka 2,300,7,Sekunder,Kolektor,Propinsi,34542,0
jakarta barat,Jelambar,450,7,Sekunder,Kolektor,Propinsi,17865,0
jakarta barat,Jelambar 6,175,7,Sekunder,Kolektor,Propinsi,43869,0
jakarta barat,Jelambar Barat ,611,7,Sekunder,Kolektor,Propinsi,3622,0
jakarta barat,Jelambar Barat 3,750,7,Sekunder,Kolektor,Propinsi,3782,0
jakarta barat,Jelambar Baru,610,8,Sekunder,Kolektor,Propinsi,304,0
jakarta barat,Jelambar Madya,878,10,Sekunder,Kolektor,Propinsi,2964,0
jakarta barat,Jelambar Selatan,375,7,Sekunder,Kolektor,Propinsi,44670,0
jakarta barat,Jelambar Selatan 1,550,7,Sekunder,Kolektor,Propinsi,3617,0
jakarta barat,Jelambar Selatan 2,550,7,Sekunder,Kolektor,Propinsi,3618,0
jakarta barat,Jelambar Selatan 3,850,7,Sekunder,Kolektor,Propinsi,3619,0
jakarta barat,Jelambar Utama,710,8,Sekunder,Kolektor,Propinsi,309,0
jakarta barat,Jelambar Utama 1,1200,6,Sekunder,Kolektor,Propinsi,306,0
jakarta barat,Jelambar Utama Sakti,700,8,Sekunder,Kolektor,Propinsi,388,0
jakarta barat,Jembatan Besi Raya,1000,8,Sekunder,Kolektor,Propinsi,38305,0
jakarta barat,Kali Besar Barat ,450,8,Sekunder,Kolektor,Propinsi,38225,0
jakarta barat,Kali Besar Timur,687,10,Sekunder,Kolektor,Propinsi,2080,0
jakarta barat,Kamboja,1103,8,Sekunder,Kolektor,Propinsi,29823,0
jakarta barat,Kapuk Poglar,1000,7,Sekunder,Kolektor,Propinsi,432,0
jakarta barat,Kapuk Pulo,750,7,Sekunder,Kolektor,Propinsi,12251,0
jakarta barat,Karya,300,7,Sekunder,Kolektor,Propinsi,71913,0
jakarta barat,Karya Barat 3,249,7,Sekunder,Kolektor,Propinsi,36357,0
jakarta barat,Kavling Dki,1700,7,Sekunder,Kolektor,Propinsi,44061,0
jakarta barat,Keamanan,645,7,Sekunder,Kolektor,Propinsi,2099,0
jakarta barat,Kebon Raya,1096,7,Sekunder,Kolektor,Propinsi,36379,0
jakarta barat,Kebon Raya 1,700,7,Sekunder,Kolektor,Propinsi,2518,0
jakarta barat,Kedoya Albasyia Raya,600,7,Sekunder,Kolektor,Propinsi,88708,0
jakarta barat,Kedoya Duri,200,7,Sekunder,Kolektor,Propinsi,113,0
jakarta barat,Kelapa Dua Raya,1900,20,Sekunder,Kolektor,Propinsi,498,0
jakarta barat,Kemanggisan,970,8,Sekunder,Kolektor,Propinsi,728,0
jakarta barat,Kemanggisan 3,575,7,Sekunder,Kolektor,Propinsi,29822,0
jakarta barat,Kemanggisan Grogol,375,7,Sekunder,Kolektor,Propinsi,34695,0
jakarta barat,Kemanggisan Hilir,1205,7,Sekunder,Kolektor,Propinsi,804,0
jakarta barat,Kembang Abadi Utama,300,7,Sekunder,Kolektor,Propinsi,78485,0
jakarta barat,Kembang Ayu Utama,400,7,Sekunder,Kolektor,Propinsi,505,0
jakarta barat,Kembang Elok 6,550,7,Sekunder,Kolektor,Propinsi,88697,0
jakarta barat,Kembang Harum Utama,800,7,Sekunder,Kolektor,Propinsi,78483,0
jakarta barat,Kembang Molek Barat ,400,7,Sekunder,Kolektor,Propinsi,88686,0
jakarta barat,Kembang Molek Timur ?,550,7,Sekunder,Kolektor,Propinsi,88698,0
jakarta barat,Kembang Sakti Barat,2100,8,Sekunder,Kolektor,Propinsi,608,0
jakarta barat,Kembang Sakti Timur,2100,8,Sekunder,Kolektor,Propinsi,609,0
jakarta barat,Kembangan Baru,3000,8,Sekunder,Kolektor,Propinsi,88714,0
jakarta barat,Kembangan Raya,3800,8,Sekunder,Kolektor,Propinsi,588,0
jakarta barat,Kembangan Utama,850,7,Sekunder,Kolektor,Propinsi,78791,0
jakarta barat,Kembangan Utara,1150,8,Sekunder,Kolektor,Propinsi,610,0
jakarta barat,Kemuning (Sumur Bor Dalam),525,7,Sekunder,Kolektor,Propinsi,4242,0
jakarta barat,Kencana Barat,650,7,Sekunder,Kolektor,Propinsi,611,0
jakarta barat,Kencana Raya,1350,7,Sekunder,Kolektor,Propinsi,71927,0
jakarta barat,Kencana Timur,550,7,Sekunder,Kolektor,Propinsi,88701,0
jakarta barat,Kencana Utama ,550,7,Sekunder,Kolektor,Propinsi,88700,0
jakarta barat,Kencana Utara,650,7,Sekunder,Kolektor,Propinsi,612,0
jakarta barat,Kosambi Baru,525,7,Sekunder,Kolektor,Propinsi,77461,0
jakarta barat,Kosambi Selatan,450,7,Sekunder,Kolektor,Propinsi,3367,0
jakarta barat,Kosambi Utara,330,7,Sekunder,Kolektor,Propinsi,732,0
jakarta barat,Kota Bambu Utara,1050,8,Sekunder,Kolektor,Propinsi,1967,0
jakarta barat,Krendang Barat,750,7,Sekunder,Kolektor,Propinsi,821,0
jakarta barat,Krendang Utara,829,7,Sekunder,Kolektor,Propinsi,38015,0
jakarta barat,Kresek Raya,1850,7,Sekunder,Kolektor,Propinsi,42117,0
jakarta barat,Kusuma,600,7,Sekunder,Kolektor,Propinsi,518,0
jakarta barat,Kusuma 2,600,7,Sekunder,Kolektor,Propinsi,88702,0
jakarta barat,Labu,570,7,Sekunder,Kolektor,Propinsi,2180,0
jakarta barat,"Lebar, H",300,7,Sekunder,Kolektor,Propinsi,36488,0
jakarta barat,Lontar Raya,504,7,Sekunder,Kolektor,Propinsi,34104,0
jakarta barat,Macan,505,7,Sekunder,Kolektor,Propinsi,36359,0
jakarta barat,Mandala,750,7,Sekunder,Kolektor,Propinsi,662,0
jakarta barat,Mandala Utara,1132,7,Sekunder,Kolektor,Propinsi,663,0
jakarta barat,Mangga Besar 1,1067,8,Sekunder,Kolektor,Propinsi,2197,0
jakarta barat,Mangga Besar 10,600,14,Sekunder,Kolektor,Propinsi,52426,0
jakarta barat,Mangga Besar 4,321,7,Sekunder,Kolektor,Propinsi,52425,0
jakarta barat,Mangga Besar 5,1045,7,Sekunder,Kolektor,Propinsi,2219,0
jakarta barat,Mangga Besar 8,400,7,Sekunder,Kolektor,Propinsi,184,0
jakarta barat,Manggis Raya,320,7,Sekunder,Kolektor,Propinsi,2229,0
jakarta barat,"Muwardi 2, Dr",827,8,Sekunder,Kolektor,Propinsi,78789,0
jakarta barat,"Muwardi Raya, Dr",967,9,Sekunder,Kolektor,Propinsi,35050,0
jakarta barat,Nurul Amal,521,7,Sekunder,Kolektor,Propinsi,42030,0
jakarta barat,Palem,310,7,Sekunder,Kolektor,Propinsi,36589,0
jakarta barat,Pasar Inpres,198,7,Sekunder,Kolektor,Propinsi,34446,0
jakarta barat,Patra Raya,550,15,Sekunder,Kolektor,Propinsi,36385,0
jakarta barat,Patra Tomang Raya,1000,8,Sekunder,Kolektor,Propinsi,83318,0
jakarta barat,Pekapuran 8,500,7,Sekunder,Kolektor,Propinsi,38127,0
jakarta barat,Pendongkelan,306,7,Sekunder,Kolektor,Propinsi,5786,0
jakarta barat,Penyelesaian Tomang 4,1396,7,Sekunder,Kolektor,Propinsi,36099,0
jakarta barat,Perdana,205,7,Sekunder,Kolektor,Propinsi,11993,0
jakarta barat,Permata Meruya 1,400,7,Sekunder,Kolektor,Propinsi,88717,0
jakarta barat,Permata Meruya 2,600,7,Sekunder,Kolektor,Propinsi,88718,0
jakarta barat,Permata Meruya 3,400,7,Sekunder,Kolektor,Propinsi,88719,0
jakarta barat,Perniagaan Barat,423,8,Sekunder,Kolektor,Propinsi,38027,0
jakarta barat,Pesing Poglar,1000,7,Sekunder,Kolektor,Propinsi,78512,0
jakarta barat,Peternakan,650,7,Sekunder,Kolektor,Propinsi,11941,0
jakarta barat,Peternakan 3,530,7,Sekunder,Kolektor,Propinsi,5597,0
jakarta barat,Pinangsia Raya,695,10,Sekunder,Kolektor,Propinsi,6090,0
jakarta barat,Pinangsia Timur,420,7,Sekunder,Kolektor,Propinsi,6100,0
jakarta barat,Pintu Kecil,1000,9,Sekunder,Kolektor,Propinsi,2315,0
jakarta barat,Pondok Randu,1150,7,Sekunder,Kolektor,Propinsi,42113,0
jakarta barat,Pos Kota,264,10,Sekunder,Kolektor,Propinsi,40004,0
jakarta barat,Pos Polisi,330,7,Sekunder,Kolektor,Propinsi,42125,0
jakarta barat,Prisma Raya,700,7,Sekunder,Kolektor,Propinsi,88721,0
jakarta barat,Puri Indah Raya,1300,7,Sekunder,Kolektor,Propinsi,78487,0
jakarta barat,Puri Kembangan,800,9,Sekunder,Kolektor,Propinsi,78488,0
jakarta barat,Puri Kembangan Barat,2300,8,Sekunder,Kolektor,Propinsi,78486,0
jakarta barat,Puri Kembangan Timur,2300,7,Sekunder,Kolektor,Propinsi,78481,0
jakarta barat,Rasamala Permai 1,150,7,Sekunder,Kolektor,Propinsi,77464,0
jakarta barat,Ratu Mawar,550,7,Sekunder,Kolektor,Propinsi,4001,0
jakarta barat,Ratu Melati,550,7,Sekunder,Kolektor,Propinsi,4005,0
jakarta barat,Ratu Teratai,500,7,Sekunder,Kolektor,Propinsi,4002,0
jakarta barat,Rawa Buaya,850,7,Sekunder,Kolektor,Propinsi,5812,0
jakarta barat,Regensi Kebon Jeruk,1500,8,Sekunder,Kolektor,Propinsi,1287,0
jakarta barat,Safir Raya,445,7,Sekunder,Kolektor,Propinsi,43008,0
jakarta barat,Sasak 1,225,7,Sekunder,Kolektor,Propinsi,36793,0
jakarta barat,Sasak 3,300,7,Sekunder,Kolektor,Propinsi,36792,0
jakarta barat,Satu Maret,3500,7,Sekunder,Kolektor,Propinsi,4283,0
jakarta barat,Semanan Cipondoh ,1000,7,Sekunder,Kolektor,Propinsi,71939,0
jakarta barat,"Semeru 1, Dr",1000,7,Sekunder,Kolektor,Propinsi,71938,0
jakarta barat,"Semeru, Dr",1024,8,Sekunder,Kolektor,Propinsi,17867,0
jakarta barat,Slipi,600,7,Sekunder,Kolektor,Propinsi,31230,0
jakarta barat,Srengseng Kelapa Dua (H.Kelik),564,7,Sekunder,Kolektor,Propinsi,36052,0
jakarta barat,Sulaeman,750,7,Sekunder,Kolektor,Propinsi,36849,0
jakarta barat,Suraya Sarana,550,8,Sekunder,Kolektor,Propinsi,22680,0
jakarta barat,Surya Mandala,540,10,Sekunder,Kolektor,Propinsi,36241,0
jakarta barat,Surya Mandala 1,175,7,Sekunder,Kolektor,Propinsi,77583,0
jakarta barat,Surya Nirmala,600,7,Sekunder,Kolektor,Propinsi,36234,0
jakarta barat,Surya Utama,765,7,Sekunder,Kolektor,Propinsi,36123,0
jakarta barat,Surya Wahana,250,7,Sekunder,Kolektor,Propinsi,88681,0
jakarta barat,"Susilo 1, Dr",512,12,Sekunder,Kolektor,Propinsi,34726,0
jakarta barat,Swadaya,175,7,Sekunder,Kolektor,Propinsi,12792,0
jakarta barat,Taman Alfa Indah,900,8,Sekunder,Kolektor,Propinsi,88723,0
jakarta barat,Taman Daan Mogot,782,7,Sekunder,Kolektor,Propinsi,2569,0
jakarta barat,Taman Kebon Jeruk,580,18,Sekunder,Kolektor,Propinsi,29821,0
jakarta barat,Taman Kosambi Barat,750,7,Sekunder,Kolektor,Propinsi,5215,0
jakarta barat,Taman Kosambi Timur,750,7,Sekunder,Kolektor,Propinsi,5213,0
jakarta barat,Taman Kota,550,7,Sekunder,Kolektor,Propinsi,88704,0
jakarta barat,Taman Ratu Raya,450,7,Sekunder,Kolektor,Propinsi,4004,0
jakarta barat,Taman Sari,1448,14,Sekunder,Kolektor,Propinsi,2383,0
jakarta barat,Taman Surya Boulevard,700,10,Sekunder,Kolektor,Propinsi,36121,0
jakarta barat,Tambora,380,7,Sekunder,Kolektor,Propinsi,38041,0
jakarta barat,Tanah Sereal,1150,8,Sekunder,Kolektor,Propinsi,38223,0
jakarta barat,Tanjung Duren Barat,680,8,Sekunder,Kolektor,Propinsi,88914,0
jakarta barat,Tanjung Duren Barat 1,488,8,Sekunder,Kolektor,Propinsi,5892,0
jakarta barat,Tanjung Duren Barat 4,498,8,Sekunder,Kolektor,Propinsi,5894,0
jakarta barat,Tanjung Duren Barat 6,348,7,Sekunder,Kolektor,Propinsi,35139,0
jakarta barat,Tanjung Duren Lama,400,7,Sekunder,Kolektor,Propinsi,88724,0
jakarta barat,Tanjung Duren Timur,1246,8,Sekunder,Kolektor,Propinsi,3143,0
jakarta barat,Tanjung Duren Timur 2,405,7,Sekunder,Kolektor,Propinsi,34050,0
jakarta barat,Tanjung Duren Timur 3,525,7,Sekunder,Kolektor,Propinsi,34705,0
jakarta barat,Tanjung Duren Timur 6,533,7,Sekunder,Kolektor,Propinsi,17836,0
jakarta barat,Tanjung Duren Utara 10,300,7,Sekunder,Kolektor,Propinsi,34010,0
jakarta barat,Tanjung Duren Utara 4,605,8,Sekunder,Kolektor,Propinsi,88915,0
jakarta barat,Tanjung Raya/ Tunjung Raya ,450,7,Sekunder,Kolektor,Propinsi,34258,0
jakarta barat,Telaga Bojong,325,7,Sekunder,Kolektor,Propinsi,42018,0
jakarta barat,Teh,170,7,Sekunder,Kolektor,Propinsi,40023,0
jakarta barat,Tiang Bendera,600,7,Sekunder,Kolektor,Propinsi,38872,0
jakarta barat,Tiang Bendera 5,296,7,Sekunder,Kolektor,Propinsi,38037,0
jakarta barat,Tomang Asli,700,7,Sekunder,Kolektor,Propinsi,2426,0
jakarta barat,Tomang Utara ,500,7,Sekunder,Kolektor,Propinsi,9659,0
jakarta barat,Tomang Utara 1,605,7,Sekunder,Kolektor,Propinsi,9651,0
jakarta barat,Utama Raya,770,7,Sekunder,Kolektor,Propinsi,5909,0
jakarta barat,Wijaya Kusuma,600,7,Sekunder,Kolektor,Propinsi,2443,0
jakarta selatan,Gatot Subroto,1010,20, Primer ,Arteri,Nasional,2795,1
jakarta selatan,Gatot Subroto,1710,20, Primer ,Arteri,Nasional,2795,2
jakarta selatan,Gatot Subroto,871,20, Primer ,Arteri,Nasional,2795,3
jakarta selatan,Gatot Subroto,898,20, Primer ,Arteri,Nasional,2795,4
jakarta selatan,"Gedong (Tb. Simatupang, Jend)",400,14, Sekunder ,Arteri,Propinsi,52308,0
jakarta selatan,"Haryono, Mt, Letjend",948,20, Primer ,Arteri,Nasional,157,2
jakarta selatan,"Haryono, Mt, Letjend",1170,20, Primer ,Arteri,Nasional,157,3
jakarta selatan,Ra. Kartini,910,14, Primer ,Arteri,Nasional,,0
jakarta selatan,"Tb. Simatupang, Jend",1590,14, Primer ,Arteri,Nasional,12447,1
jakarta selatan,"Tb. Simatupang, Jend",1277,14, Primer ,Arteri,Nasional,12447,2
jakarta selatan,"Tb. Simatupang, Jend",2427,14, Primer ,Arteri,Nasional,12447,3
jakarta selatan,"Tb. Simatupang, Jend",775,14, Primer ,Arteri,Nasional,12447,4
jakarta selatan,"Tb. Simatupang, Jend",1315,14, Primer ,Arteri,Nasional,12447,5
jakarta selatan,"Tb. Simatupang, Jend",1227,14, Primer ,Arteri,Nasional,12447,6
jakarta selatan,Ciputat Raya (Sebagian),860,14, Sekunder ,Arteri,Propinsi,6095,0
jakarta selatan,Juraganan / Tentara Pelajar (Pejompongan - Kebayoran Lama),1625,15, Primer ,Kolektor,Propinsi,401,0
jakarta selatan,Metro Pondok Indah,1000,20, Primer ,Kolektor,Propinsi,46445,1
jakarta selatan,Metro Pondok Indah,919,20, Primer ,Kolektor,Propinsi,46445,2
jakarta selatan,Metro Pondok Indah,900,20, Primer ,Kolektor,Propinsi,46445,3
jakarta selatan,Pasar Jum'at,1298,15, Primer ,Kolektor,Propinsi,902,0
jakarta selatan,Sultan Iskandar Muda,1780,20, Primer ,Kolektor,Propinsi,24021,1
jakarta selatan,Sultan Iskandar Muda,962,20, Primer ,Kolektor,Propinsi,24021,2
jakarta selatan,Teuku Nyak Arief (Pejompongan - Kebayoran Lama),1711,15, Primer ,Kolektor,Propinsi,12806,0
jakarta selatan,Abdul Syafi'ie / Lapangan Roos Selatan,1050,9, Sekunder ,Arteri,Propinsi,3430,1
jakarta selatan,Abdul Syafi'ie / Lapangan Roos Utara,1050,9, Sekunder ,Arteri,Propinsi,3430,2
jakarta selatan,Adhyaksa Raya (L. Bulus Lestari),610,7, Sekunder ,Arteri,Propinsi,56237,0
jakarta selatan,Ampera Raya,2250,10, Sekunder ,Arteri,Propinsi,50897,0
jakarta selatan,Arteri Kuningan / Hr. Rasuna Said,400,30, Sekunder ,Arteri,Propinsi,48077,0
jakarta selatan,Bintaro Raya,1420,10, Sekunder ,Arteri,Propinsi,6023,0
jakarta selatan,Bintaro Taman Barat,330,9, Sekunder ,Arteri,Propinsi,,0
jakarta selatan,Casablanca,2100,24, Sekunder ,Arteri,Propinsi,3435,0
jakarta selatan,Cilandak Kko,2200,10, Sekunder ,Arteri,Propinsi,50289,0
jakarta selatan,Cilandak Raya,900,9, Sekunder ,Arteri,Propinsi,819,0
jakarta selatan,Cileduk Raya,2500,18, Primer ,Kolektor,Propinsi,1372,1
jakarta selatan,Cileduk Raya,2000,18, Primer ,Kolektor,Propinsi,1372,2
jakarta selatan,Ciputat Raya (Sebagian),6117,14, Sekunder ,Arteri,Propinsi,6095,0
jakarta selatan,Deplu Raya,800,7, Sekunder ,Arteri,Propinsi,47233,0
jakarta selatan,Galunggung,600,20, Sekunder ,Arteri,Propinsi,37531,0
jakarta selatan,Gandaria / Kh. M. Shafi'i Hadzani,555,9, Sekunder ,Arteri,Propinsi,44358,0
jakarta selatan,Gandaria 1,114,7, Sekunder ,Arteri,Propinsi,2777,0
jakarta selatan,Hang Lekir,525,14, Sekunder ,Arteri,Propinsi,18215,0
jakarta selatan,Hang Tuah Raya,1166,12, Sekunder ,Arteri,Propinsi,2856,0
jakarta selatan,Harsono Rm,1330,14, Sekunder ,Arteri,Propinsi,50710,0
jakarta selatan,Iskandarsyah Raya ,645,18, Sekunder ,Arteri,Propinsi,2868,0
jakarta selatan,Jamblang,480,6, Sekunder ,Arteri,Propinsi,,0
jakarta selatan,Kapten Tandean,1400,30, Sekunder ,Arteri,Propinsi,2868,1
jakarta selatan,Kapten Tandean,550,30, Sekunder ,Arteri,Propinsi,2886,2
jakarta selatan,Karang Tengah Raya,2100,7, Sekunder ,Arteri,Propinsi,12730,0
jakarta selatan,Kebayoran Baru,600,18, Sekunder ,Arteri,Propinsi,2910,0
jakarta selatan,Kebayoran Lama Raya (Sebagian),2400,18, Sekunder ,Arteri,Propinsi,4407,0
jakarta selatan,Kemang 1,525,6, Sekunder ,Arteri,Propinsi,,0
jakarta selatan,Kemang Raya,1950,12, Sekunder ,Arteri,Propinsi,2918,0
jakarta selatan,Kemang Selatan,700,7, Sekunder ,Arteri,Propinsi,522,0
jakarta selatan,Kesehatan Raya (Bintaro),295,9, Sekunder ,Arteri,Propinsi,47180,0
jakarta selatan,Kramat 1,425,6, Sekunder ,Arteri,Propinsi,,0
jakarta selatan,Kramat Pela ,500,8, Sekunder ,Arteri,Propinsi,628,0
jakarta selatan,Kyai Maja,1498,12, Sekunder ,Arteri,Propinsi,6383,0
jakarta selatan,Lenteng Agung Barat,4200,16, Primer ,Kolektor,Propinsi,37824,0
jakarta selatan,Lenteng Agung Timur,4000,16, Primer ,Kolektor,Propinsi,37824,0
jakarta selatan,Mabes Polri / Kavling Polri,250,7, Sekunder ,Arteri,Propinsi,,0
jakarta selatan,Mampang Prapatan Raya,1244,35, Sekunder ,Arteri,Propinsi,656,1
jakarta selatan,Mampang Prapatan Raya,1244,35, Sekunder ,Arteri,Propinsi,656,2
jakarta selatan,Minangkabau Barat,650,9, Sekunder ,Arteri,Propinsi,3066,0
jakarta selatan,Minangkabau Timur,1000,9, Sekunder ,Arteri,Propinsi,5241,0
jakarta selatan,Moh. Kahfi 1,6625,10, Sekunder ,Arteri,Propinsi,52305,0
jakarta selatan,Moh. Kahfi 2,3700,8, Sekunder ,Arteri,Propinsi,38494,0
jakarta selatan,Pahlawan Kali Bata (Sebagian),1875,20, Sekunder ,Arteri,Propinsi,744,0
jakarta selatan,Pakubuwono 6,1625,9, Sekunder ,Arteri,Propinsi,3105,0
jakarta selatan,Pangeran Antasari,4400,18, Sekunder ,Arteri,Propinsi,56336,0
jakarta selatan,Panglima Polim Raya,1850,27, Sekunder ,Arteri,Propinsi,3110,0
